,recommended,review_text
639,1,excellently produced one sci-fi best producers scot vandiver 
640,1,entertaining nonetheless 
641,1,campy sort film joy watch 
642,1,barely boring moment film plenty humorous parts 
643,1,cast always entertaining usual 
644,1,overall delight 
645,0,movie mind-bendingly awful could even created 
646,0,film lacks real scares tension medical terminology used throughout bit iffy say least say insulin dependant diabetic 
647,0,least said acting better 
648,1,movie excellent job revealing complexity task incredible challenges facing south africa 
649,1,believe every one see movie think people outside south africa understand past attempted truth reconciliation process 
650,1,nothing short magnificent photography/cinematography film 
651,1,acting fantastic stories seamlessly woven together dogs splendid ............. must rent view see 
652,1,afraid subtitles ........ worth little aversion therapy 10/10 
653,1,excellent performance 
654,1,still good actors around 
655,1,also great directing photography 
656,1,true shakespear 'must shakespear fans 
657,1,macbeth jason connery moved tears final monolog brief candle gave sphere moral decay dark forces human face makes interesting 
658,1,helen baxendale credible lady macbeth cheerfull times sometimes looks like naughty girl deadly taste blood evil 
659,1,love death decay shakespears lyrics one 
660,1,witty delightful adaptation dr seuss book brilliantly animated upa finest thoroughly deserving academy award 
661,1,special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon 
662,1,however paul schrader indeed made film `` '' mishima superb complex 
663,1,also notable john bailey fine crisp beautifully colored cinematography great production design costumes eiko ishioka went memorable costumes coppola dracula received well deserved oscar 
664,0,even allowing poor production values time 1971 format kind mini-series baaaaaad 
665,0,unless visually `` collect '' extant films austen work skip one 
666,1,watch however small consolations actresses playing anne sisters wonderful job roles 
667,0,good 
668,0,speaking music unbearably predictably kitchy 
669,0,film dropped ball 
670,1,stunning movie 
671,1,raw sublimely moving 
672,1,felt like gripping intelligent stage play without overly theatrical feeling one actually gets watching people stage plays everyone terror white lie escalating monstrous consequences 
673,1,main players mesmerising 
674,1,tom wilkinson broke heart end everyone else judging amount fumbling hankies hands going faces among males females alike 
675,1,julian fellowes triumphed 
676,1,national treasure 
677,1,go see 
678,1,excellent film 
679,1,aerial scenes well-done 
680,1,also right balance war love 
681,1,film gives meaning phrase `` never history human conflict much owed many 
682,1,kris kristoffersen good movie really makes difference 
683,1,good film great director 
684,1,definitely one better documentaries seen looking family relationships marriage 
685,0,many continuity errors one user commented different cars garage joe glasses one got fact joe facial hair configuration seemed change scene scene 
686,1,great movie 
687,1,10 10 stars 
688,0,see movie inspiration anyone come overcome fear rejection 
689,0,bad actually worth seeing reason 
690,1,punishment park brilliant piece cinema 
691,1,shot southern california desert using patent faux documentary style watkins creates film like 
692,1,one peter watkins accessible films 
693,1,advise look 
694,1,wont regret 
695,1,highly recommended a+ 
696,0,well keep thinking bad 
697,0,mediocre miserable hollow laughable predictable piece garbage 
698,0,case 'so bad laughable 
699,0,bad performance plays angela bennett computer expert home time 
700,0,film nothing pretext show ridiculous action scenes 
701,0,awful 
702,0,still bad actress repeating robotic face moves pictures 
703,0,results well shame 
704,0,delete film mind 
705,0,one worst shows time 
706,0,show would begin smart ass ed comments would totally wall uncalled 
707,0,fat computer geek unbelievable bible thumper bad-ass girl actors 
708,0,never heard except cole totally unbelievable part 
709,0,every time opened mouth expect hear `` see kids '' pulling plug mercy killing horrible show 
710,0,stories unbelievable actors 
711,0,lame would best way describe 
712,1,stanwyck morgan perfectly cast many ways modern equivalent dickens christmas carol sensibility 
713,1,success film depends casting sydney greenstreet alexander yardley character 
714,1,attractive set used throughout film eye-pleasing gem 
715,0,im big fan rpg games movie disgrace self-respecting rpger 
716,0,lines cuts audio everything wrong 
717,0,find better movies youtube 
718,0,top line waste time money one bad comes 
719,0,lassie movie `` put sleep '' .... forever 
720,0,'d describe painfully dreary time-waster film 
721,0,mediocre every aspect becomes dull uninteresting mess one forgettable movies 've seen 
722,0,even achievement `` so-bad-it's-good '' `` so-bad-it's-memorable '' movie 
723,0,empty hollow shell movie 
724,0,seriously worth wasting kid time 
725,0,avoid avoid avoid 
726,0,drive barking mad 
727,1,transfers good 
728,1,nice relaxing late night viewing 
729,1,movie full wonderful dancing hence title 
730,1,great music terrific scenery 
731,1,handles tough issues dignity grace course shocking spoiler 
732,1,happy wonderful feel good ending 
733,1,point journey journey touches every member family 
734,1,one movies need see whenever comes tv never mind fact already memorized 
735,0,nothing new 
736,0,done second movie 
737,0,movie almost action scenes little comedy 
738,0,plot holes pair fishnet stockings direction editing astonishingly ham fisted 
739,0,earth irons film 
740,1,saw film recommend 
741,1,good plot holds complete attention acting superb tom wilkinson fantastic emily watson also good 
742,1,good film indeed great unconditional love 
743,1,tom wilkinson character man prepared ordeal begin takes matter hand story progresses great actor gives performance makes feel character anguish suffering 
744,1,emily watson character strong give quick glance understand everything 
745,1,despite pans reviewers liked movie 
746,1,fact liked better interview vampire liked lestat stuart townsend better cruise attempt 
747,1,aailiyah pretty good akasha places compelling first entrance mini dance scene 
748,1,'m big fan series mostly due anne rice style sensitivities treatments 
749,1,guess liked details dysfunction -- believable 
750,0,football scenes end perplexing 
751,1,thought acting skilled 
752,1,meredith better right 
753,1,charming film wonderful sentiment heart 
754,1,rare film-maker takes time tell worthy moral tale care love fall trap overly syrupy indulgent 
755,1,nine ten truly lovely film 
756,1,early film future goremeister lucio fulci good addition giallo sub-genre 
757,1,one best italian thrillers early 70 
758,1,standout scene 
759,0,scene strong unpleasant 
760,1,technically film well made impressive camera-work solid acting effective music riz ortolani  particularly good recurring unaccompanied female vocal sounds like coming distant hill 
761,1,still wild stuff though highly recommended fans giallo cinema 
762,1,movie interesting beginning end 
763,1,liked way dustin hoffman character ready everything stay son 
764,1,movie also revealing 
765,1,personally think shows people learn find compromise self without involving people issue 
766,0,boring 
767,0,tired clichés lazy writing come thick fast 
768,1,ps scene movie cool central character finds room blown 
769,1,fresh subtle rather sublime effect 
770,1,italian reviewer called `` small great film '' right 
771,1,actors give wonderful performance especially jennifer rubin jamie harris changes nervous starlet beginning strange events part cool star 
772,1,learn lot real inside emotions people movie lot movie business 
773,1,movie movie situations beginning game played `` acting coach '' fascinating 
774,1,also music mark snow possibly best score 've ever heard 
775,1,forget movie 
776,0,film made 
777,0,film ultra-cheap look 
778,0,result film look right 
779,0,none engaging exciting 
780,0,plot nonsense interest slightest way uniqueness 
781,0,foreigner worth one second time 
782,1,saw child tv back 1973 `` stranger '' loved 
783,1,duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronaut biggest fear crashed ussr 
784,1,movie awesome 
785,1,loved really scary 
786,1,love scream movies horror movies one ranks way 
787,1,want real scare rent one 
788,1,10/10 
789,1,extraordinary film 
790,1,courtroom drama compelling indictment american justice system frightening 
791,1,film highlights fundamental flaws legal process discovering guilt innocence rather presents better court 
792,1,film well paced understated one best courtroom documentaries 've seen 
793,1,mostly routine fact-based tv drama gets boost fine performance cole 
794,1,predictable bad watch 
795,1,clear range ability pull part 
796,1,carries movie well 
797,1,constantine gives everything right intensity seems good understanding underlying psychological motivations 
798,1,wonderful inspiring watch hope gets released video dvd 
799,0,piece trash ever released beyond acting story characters supposedly special effects etc wrong 
800,0,fact stinker smells like direct-to-video release 
801,0,avoid costs 
802,0,star trek v final frontier worst series 
803,0,acting involved includes like shatner nimoy bad washed making seem old look real life special effects tacky like spock rescue kirk jet pack falls mountain 
804,0,attempts humor pitiful story awful dose bear thinking basically involves vulcan stealing enterprise find god seriously care film oh mention uhura belly dance distract male guards 
805,0,place good film garbage 
806,0,worst one series 
807,1,editing editing film phenomenal opinion 
808,1,song could explain emotions subjects better jay adams unfortunate life subject talk song old man neil young played evokes many emotions 
809,1,cinematography film shot interesting way 
810,1,course footage 70s grainy enhanced film 
811,1,film offers many delights surprises 
812,1,achille philippa beautifully sing duet `` giovanni '' perfectly describes situation movie appreciate subtle layers excellent film 
813,1,story unfolds 18th century jutland use period music played period instruments one fine touch 
814,1,share general loewenhielm exquisite joy partaking cailles en sarcophage even though watching movie wish small sample savor 
815,1,understated film leaves lasting impression 
816,1,warmth generates contrast austere backdrop 
817,1,leave theater wanting go dance stars 
818,1,acting 'd expect cast top notch 
819,1,characters fleshed surprisingly well particularly grimes blake actors deliver sharply scripted lines right amount deadpan tongue cheek make dialogue hilarious realistic 
820,1,angus scrimm also turns good performance somewhat brief memorable role gently menacing violin-playing anatomist doctor quinn 
821,1,conclusion loved 
822,1,long time since entertained movie 
823,1,struggle find anything bad say 
824,1,mark words one cult films like evil dead 2 phantasm people still discovering falling love 20 30 40 years line 
825,1,pretty surprising wonderful film made 1949 hollywood generally collective heads sand concerning black white issues time 
826,1,film deserves strong kudos taking stand exceptional acting mostly lesser-known cast super-intelligent script insult audience take easy way comes white racism 
827,1,plus movie rather modest budget fast running time amazing job 
828,1,juano hernandez exceptional actor played supporting roles many films era proud black man accused murdering white man south 
829,1,trumbull love lucy 
830,1,see kids chance -- open amazing dialog far race relations come last 50 years 
831,1,see films 
832,1,year however reminded us huston still top game evinced faithful adaptation james joyce acclaimed novella `` dead 
833,1,feelings thoughts gabriel discomfort dance intangibles leap life come within viewer grasp huston portrayal 
834,0,disappointed wondered could oscar shortlist 
835,0,slow 
836,0,lot holes plot nothing became emperor nothing spend 20 years childhood mature age 
837,0,waste time 
838,0,end days one worst big-budget action movies 've ever seen 
839,0,surely know make coherent action movie screenwriter air force one obliged write script big sum money 
840,0,one worst films ever seen 
841,0,'m still trying get bad 
842,1,movie possibly one creative works horror ever 
843,1,everything could want suspense drama comedy confusing subplots native americans brain eating looking be-all end-all brainsucking movies look '' 
844,1,great sound effects impressive special effects recommend movie enough 
845,1,call nut think one best movies ever 
846,1,great character actors telly savalas peter boyle 
847,0,1 hour 54 minutes sheer tedium melodrama horrible acting mess script sinking feeling good lord thinking 
848,0,lots holes script 
849,0,like bad two hour tv movie 
850,0,imagine every single one decisions made wrong 
851,0,dialogue atrocious 
852,0,acting beyond abysmal 
853,0,everything stinks 
854,0,trouble writing directing make impossible establish things make movie watchable like character story theme 
855,0,worse incredibly weak sub-plot thrown follows little band latter-day mansonites go reporter working story anniversary killings 
856,0,dumb pointless complete waste time 
857,0,short bother movie 
858,1,spoil ending pretty amazing 
859,1,best scene movie end spoil 
860,1,ever indication writer director ability meld two highly volatile temperaments seamless union creativity 
861,1,result powerhouse achievement made timely perhaps culture disturbing fascination celebrity distorted interpretations fame 
862,1,film easily forgotten 
863,1,kevin spacey excellent verbal tsunami buddy ackerman  totally believable great actor 
864,1,scripting subtle comedy unmatched movie recent years 
865,1,characters interesting even bit predictable 
866,1,highly recommended ages although younger set probably appreciate subtle references certainly appreciate one galley scene particular 
867,1,great movie 
868,0,also story acting weak 
869,0,around 4 pm bought around 8pm started watch around 8.15pm fast forwarded remaining film see anything left watchable human brain 
870,0,either way sucks 
871,0,script horrendously stupid 
872,0,story starts fast absolutely suspense build-up slightest 
873,0,everything captain howdy says either laughable plain stupid 
874,0,hell kind crap 
875,0,plot holes 
876,0,could drive semi truck holes 
877,1,linda cardellini thing good film 
878,1,poised amazing 
879,0,dee snider plain sucks 
880,0,act one least scary villains ever seen write write damn movie sleep 
881,0,bored throughout whole damn thing 
882,0,acting sucks music sucks script sucks pacing sucks special fx suck directing sucks basically movie sucks 
883,0,film tries serious sophisticated thriller/horror flick fails miserably 
884,0,probably one least effective utterly unoriginal films ever seen entire life 
885,0,piece cinematic garbage captured celluloid 
886,0,avoid costs 
887,0,rate film stinks funny fulci stayed giallo supernatural zombie movies 
888,0,avoid film costs 
889,0,know happened season five mess 
890,0,consistent thread holding series together amazing performances leni parker anita laselva two taelons quiet idealogical conflict 
891,0,movie really dislike 
892,0,one boring horror movies 90 mainly starts slow centers boring atmosphere 
893,0,puppets look really cheesy good way like puppet master 80 flicks 
894,0,story lame interesting never really explains sinister origins puppets 
895,0,death scenes like previous movies f/x terrible 
896,0,felt asleep first time watched recommend insomniacs 
897,1,fact film wonderful heartwarming tale two people chasing dreams 
898,1,best part `` nurse betty '' unpredictability 
899,1,director neil labute uses brutal violence seperate dreams reality along touching drama hilarious comedy never tell going happen next 
900,0,otherwise even waste time 
901,0,one fails create real suspense 
902,0,killer expect anything original even remotely frightening 
903,1,however pretty good acting least type film 
904,0,'m sorry really recommend anyone 
905,0,one boring pointless movies ever seen 
906,0,secondary plot line incomprehensible relation primary plot line mystifying 
907,0,hated 
908,0,one worst sandra bullock movie since speed 2 quite bad 
909,0,understand garbage got shelves movie store even real movie 
910,0,highly doubt anyone could ever like trash 
911,0,movie-making 
912,0,acting like watching wooden puppets moving around reading book bad 
913,0,warn -- rent movie dumbest thing never seen 
914,1,saw short film hbo day absolutely loved 
915,1,realize wonderful short really last two scenes 
916,1,excellent short film 
917,1,hopefully director james cox turn short feature length film cast win us whole new film 
918,0,agree jessica movie pretty bad 
919,0,characters one-dimensional even good guys especially bad guys 
920,0,story line totally predictable 
921,1,much dialogue much music whole film shot elaborately aesthetically like sculpture 
922,0,'ve seen soap operas intelligent movie 
923,0,bad characters bad story bad acting 
924,0,really awful 
925,0,easy watch 
926,1,funny clever hip like pray previous film hype 
927,1,long time see charismatic actor screen 
928,1,paolo sorrentino written wonderful story loneliness tony built one unforgettable characters seen movies recent years 
929,1,movie completely perfect 'titta di girolamo stay long time vision movie 
930,1,rate movie 9/10 
931,1,know emilio estevez directorial debut pacing interplay development characters well clever camera work surrounding character estevez plays suggest natural eye 
932,1,interplay martin emilio contains wonderful chemistry saw wall street martin charlie 
933,1,kathy bates wonderful characters subtle desperation escapism variation character `` play fields lord '' 
934,1,readers already seen one miyazaki films still top form made another worthwhile experience 
935,1,never condescends characters good genuine hearts believable problems 
936,1,two main characters may two believable children ever saw put screen 
937,1,easy love even easy identify 
938,1,movie great -- especially enjoy visual arts 
939,1,scenery two daughters paint photograph beautiful 
940,1,story also funny poignant times 
941,1,people like european films `` art movies '' like movie 
942,1,truly art movie -- actually lot art 
943,1,go rent 
944,1,however finally watching film realized closed mind brilliance depicts also found watching 
945,1,one movie never ceases interest simply keeps alert try attempt decipher meanings 
946,1,brilliance indeed 
947,1,liked movies like matrix better yet sequels think appreciate thought provoking mindblowing experience film give 
948,1,think film like dream 
949,1,simply beautiful 
950,1,rickman stowe play roles hilt tale childrens book writer -- maybe -- written subversive tract 
951,1,gloriously fun fast paced fairly accurate portrayal night raver 
952,1,presents idyllic yet serious portrayal ups downs characters lives 
953,0,whatever avoid `` groove '' antithesis good human traffic 
954,0,bad everyone else involved share crowe level dedication quality 'd far better film hands sub-par mess 
955,0,movie seemed little slow first 
956,1,picked speed got right point 
957,1,showed exactly government scientist argued humanity reasons `` gadget '' 
958,1,enjoyed 
959,1,recommended friends 
960,1,particularly pleased acting ability dwight schultz 
961,1,actors truly understand become particular character delivering convincing sincere performance 
962,1,on-screen chemistry critical entire film genuine 
963,1,film dialogue natural real life 
964,1,writer gorman bechard undoubtedly homework references industry character-age appropriate 
965,1,incredible soundtrack truly captures essence film 
966,1,track commands sentiment actually contributing scenes characters 
967,1,definitely worth seeing sort thought provoking film forces question threshold loneliness 
968,1,hayao miyazaki latest eighth film studio ghibili `` gake ue ponyo '' ponyo cliff sea wonderfully fun imaginative look childhood 
969,1,time seems film animation dominated disney/pixar cgi masterpieces refreshing comforting know miyazaki still relying traditional hand-drawn animation tell charming enchanting stories 
970,1,enough said remarkable animation film 
971,1,art style appearance crayon/pencil drawings wonderfully colorful fanciful 
972,0,act film glad gon na drift away earth far possible 
973,0,one wants surf small wave space movies 1998 deep impact armageddon one fails everywhere 
974,0,choked vomit end cheap drama worthless dialogue 've must bored death waste time 
975,1,still makes super ending depicts great sea vessel taken mighty frost 
976,1,consider excellent story solid acting look film added bonuses 
977,0,instead got bore fest whiny spoiled brat babysitting 
978,1,watched two sundays ago march 20th 2005 began really enjoy time taped entire thing 
979,1,well acted done tv movie 
980,1,judith light one favorite actresses think superb job film 
981,1,keep watching 
982,1,sad movie good 
983,1,seen movie definitely recommend 
984,1,lovely usual cutie 
985,1,still quite interesting entertaining follow 
986,1,recommend confidence 
987,1,movie well-balanced comedy drama thoroughly enjoyed 
988,1,riot see hugo weaving play sex-obsessed gay real estate salesman uses clients houses trysts flaming darren tom hollander 
989,1,anyway plot flowed smoothly male-bonding scenes hoot 
990,1,opening sequence gem classic cat n mouse games follow delight watch 
991,1,fans genre heaven 
992,1,lange become great actress 
993,1,looked like wonderful story 
994,0,never walked movie faster 
995,0,got bored watching jessice lange take clothes 
996,0,unfortunately virtue film production work lost regrettable script 
997,0,word embarrassing 
998,0,exceptionally bad 
999,0,insult one intelligence huge waste money 
1000,0,way plug us unless go converter 
1002,1,great jawbone 
1003,0,tied charger conversations lasting 45 minutes.major problems 
1004,1,mic great 
1005,0,jiggle plug get line right get decent volume 
1006,0,several dozen several hundred contacts imagine fun sending one one 
1007,1,razr owner must 
1008,0,needless say wasted money 
1009,0,waste money time 
1010,1,sound quality great 
1011,1,impressed going original battery extended battery 
1012,0,two seperated mere 5+ ft started notice excessive static garbled sound headset 
1013,1,good quality though 
1014,0,design odd ear `` clip '' comfortable 
1015,1,highly recommend one blue tooth phone 
1016,0,advise everyone fooled 
1017,1,far good 
1018,1,works great 
1019,0,clicks place way makes wonder long mechanism would last 
1020,0,went motorola website followed directions could get pair 
1021,1,bought use kindle fire absolutely loved 
1022,0,commercials misleading 
1023,1,yet run new battery two bars three days without charging 
1024,0,bought mother problem battery 
1025,1,great pocket pc phone combination 
1026,1,'ve owned phone 7 months say best mobile phone 've 
1027,0,think instructions provided helpful 
1028,0,people couldnt hear talk pull earphone talk phone 
1029,0,hold charge 
1030,0,simple little phone use breakage unacceptible 
1031,1,product ideal people like whose ears sensitive 
1032,0,unusable moving car freeway speed 
1033,0,two years left contract hate phone 
1034,1,car charger well ac charger included make sure never run juice.highy recommended 
1035,0,need least 3 mins get phone book time first turn phone.battery life short 
1036,1,kept well 
1037,0,poor talk time performance 
1038,1,case great works fine 680 
1039,0,worthless product 
1040,1,great camera thats 2mp pics nice clear great picture quality 
1041,0,impressed product 
1042,1,nice headset priced right 
1043,0,hear garbage audio 
1044,1,excellent bluetooth headset 
1045,1,features want 
1046,0,right mind gon na buy battery 
1047,0,arguing verizon regarding dropped calls returned phones two days 
1048,1,case seems well made 
1049,0,disappointed battery 
1050,0,loud enough turn like 
1051,1,good protection make phone bulky 
1052,1,usable keyboard actually turns pda real-world useful machine instead neat gadget 
1053,1,phone pretty sturdy 've never large problems 
1054,1,love thing 
1055,1,everything fine reasonable price i.e 
1056,0,disappointed 
1057,1,even dropped phone stream submerged 15 seconds still works great 
1058,1,happy 510 complaints one regarding sound quality end 
1059,0,buttons bad 
1060,0,essentially forget microsoft tech support 
1061,1,really recommend faceplates since looks nice elegant cool 
1062,1,headphones great find think perhaps best purchase 've made last several years seriously 
1063,0,buy different phone 
1064,0,hold phone particular angle party hear clearly 
1065,0,one big drawback mp3 player buttons phone front cover let pause skip songs lock seconds 
1066,0,week later activated suddenly died 
1067,1,feels comfortable headsets wear glasses gets way sometimes 
1068,1,great ipods 
1069,1,device great several situations:1 
1070,0,mic work 
1071,0,even bmw 3 series fairly quiet trouble hearing person saying 
1072,1,great choice 
1073,1,nice docking station home work 
1074,1,beautiful phone 
1075,1,love product 
1076,0,buy d807 wrongly advertised d807 
1077,1,great little item 
1078,1,love phone handy lot features 
1079,0,purchased within 2 days longer working 
1080,1,wear everyday holds well 
1081,0,good bargain 
1082,1,well packaged arrived time works intended 
1083,0,battery runs quickly 
1084,0,item worked great broke 6 months use 
1085,1,headsets easy use everyone loves 
1086,1,phone works great 
1087,0,construction headsets poor 
1088,1,product excellent works better verizon one boy cheaper 
1089,1,phone loads super 
1090,0,product costs much one expect work far better greater ease thing 
1091,1,made sturdy 
1092,1,worked great 
1093,0,ear buds play music one ear 
1094,0,dont waste money 
1095,1,order 
1096,0,plan use car forget 
1097,0,found product waaay big 
1098,1,best 've found far .... 've tried 2 bluetooths one best quality listener well ease using 
1099,0,'m disappointed decision 
1100,1,integrated seamlessly motorola razr phone 
1101,0,buyer beware could flush money right toilet 
1102,1,definitely bargain 
1103,1,price good free shipping good purchase 
1104,0,received supposedly new motorola 375 apparently match phone charger 
1105,1,pros -good camera nice pictures also cool styles like black white 
1106,0,huge design flaw unless 'm using correctly think case 
1107,1,love 350 headset .. jabra350 bluetooth headset great reception good ear piece comfortable fit 
1108,0,camera although rated impressive 1.3 megapixels renders images fall well expectations relatively high resolution 
1109,0,purcashed car charger work 
1110,1,sound quality end excellent use headset call wife ask wife use headset call 2 
1111,1,phone slim light display beautiful 
1112,1,little geeky think thats sex toast rocks oozes sex right battery embedded sleek stylish leather case 
1113,1,great product fast shipping 
1114,1,absolutely great 
1115,1,keyboard nice compromise full qwerty basic cell phone number keypad 
1116,0,got phone around end may 'm completely unhappy 
1117,1,comfortable ear 
1118,1,winner us 
1119,1,setup could simpler 
1120,1,'ve tried several different earpieces cell phone jabra one first one 've found fits ear comfortably 
1121,0,could get strong enough signal 
1122,1,iam pleased purchase 
1123,0,bad quality 
1124,1,gets job done 
1125,1,great audio 
1126,0,basically service bad 
1127,0,work cell phone plug set charger 
1128,1,'ve bluetooth weeks really like 
1129,0,bt headset disapoinment 
1130,1,small even realize getting used 
1131,1,accompanied software almost brilliant 
1132,1,headset works great packaged nicely avoid damage 
1133,1,definitly recommend 
1134,0,buyer -- careful 
1135,0,majority logitech earbud headsets failed 
1136,1,good stuff price 
1137,1,headset works peachy-keen 
1138,0,house getting dropped coverage upstairs coverage basement 
1139,1,voice recognition tremendous 
1140,0,waste 
1141,0,several different 2 minute calls experienced 5 drops area 5 bars 
1142,0,happy item 
1143,0,disappointed 
1144,0,phone takes forever charge like 2 5 hours literally 
1145,1,got phone reccomendation relative 'm glad 
1146,0,waste time 
1147,0,reception poor 
1148,0,items stated included description included 
1149,0,3 months screen went black sudden 
1150,0,hoping 
1151,0,audio quality poor poor 
1152,1,absolutely problem headset linking 8530 blackberry curve 
1153,1,know sounds funny seemed like sketchy technology would work well.well one works great 
1154,0,'ve bought 5 wired headphones sound better 
1155,1,phone fast sending kind messages web browsing significantly faster previous phones used 
1156,1,nice quality build unlike cheap 
1157,1,item fantastic works perfectly 
1158,1,love colors 
1159,1,w810i superb 
1160,0,whine internet goes.the use thing less like 
1161,1,great charger 
1162,0,essentially communications tool communicate 
1163,1,works like charm work one got phone 
1164,0,still maintain monkeys make headphones obviously share enough dna copy design humans 
1165,1,great value 
1166,0,work .. bougth l7c working 
1167,1,look sharp screen nice clear great graphics 
1168,0,last long 
1169,0,one thing hate mode set button side 
1170,1,excellent service 
1171,0,thank wasting money 
1172,0,audio quality poor 
1173,1,igo chargers tips really great 
1174,1,file browser offers options one needs.handsfree great 
1175,1,superb phone great network 
1176,1,connected wife bluetooth motorola hs850 phone worked like charm whether phone pocket case 
1177,0,put latest os v1.15g likes slow crawl lock every 
1178,0,recognizes phone storage device 
1179,0,like loud buzzing override conversations phone 
1180,0,buy product 
1181,0,'ve bluetoooth headset time still comfortable way fits ear 
1182,1,sound quality good functionality awesome 
1183,0,phone thorn side really abhor 
1184,0,recently problems could stay connected 10 minutes disconnected 
1185,1,incredible 
1186,0,design flaw 
1187,1,great phone 
1188,0,waste 13 bucks 
1189,0,check voice mail night keypad backlight turns seconds first message 'm lost 
1190,0,replacement died weeks 
1191,1,ring tone .. overall good phone buy .. 
1192,1,lately extremely nice helpful phone 
1193,0,problems wit hit dropping signal 
1194,0,impressed 
1195,1,light weight hardly notice 
1196,1,love thin 
1197,0,bad choice 
1198,0,pleather case fit 
1199,0,useless phone simply deaf 
1200,1,color even prettier thought would graphics incredibly sharp 
1201,1,think good investment 
1202,0,makes strange ticking noises ends call 
1203,1,best electronics available fm transmitters 
1204,0,battery lasts hours 
1205,1,great headset impressed h500 
1206,1,`` 1.2 '' mega pixel camera part phone reasonably good7 
1207,1,'ve nearly 2 years worked great 
1208,1,good transmit audio 
1209,0,sending back 
1210,0,bother contacting company dollar product learned lesson bought form online anyway 
1211,0,hate earbugs avoid phone means 
1212,1,great price also 
1213,1,range decent 've able roam around house phone living room reception/sound quality issues 
1214,1,fast service 
1215,1,would highly recommend 
1216,1,would recommend 
1217,0,also like `` '' button felt like would crack use 
1218,0,worst phone ever 
1219,1,'m still infatuated phone 
1220,0,freezes frequently4 
1221,0,kind embarrassing use looks mostly embarrassing child-like company 
1222,1,simple lightweight great fit 
1223,0,'d expected better consumer experience motorola 
1224,0,horrible tick sound background calls never experienced 
1225,1,certainly comfortable functionality decent 
1226,1,usually like headbands one lightweight mess hair 
1227,0,'m bit disappointed 
1228,0,phone year tell great 
1229,0,ordered sony ericsson w810i think worked thats first used 
1230,0,battery completely useless 
1231,0,big waste time 
1232,0,waste one 
1233,1,great sound service 
1234,1,really pleased product far 
1235,1,one favorite purchases ever 
1236,1,best bluetooth market 
1237,1,authentic leather nice shine comfort .i recommend case 
1238,1,excited get headset thought really cute 
1239,0,make mistake 
1240,0,big disappointment calendar sync 
1241,0,phone unusable new 
1242,0,worst customer service ever 
1243,0,additional ear gels provided instructions whatsoever 
1244,0,defeats purpose bluetooth headset 
1245,1,worth every penny 
1246,1,excellent wallet type phone case 
1247,1,nice headphones price work great 
1248,0,internet excrutiatingly slow 
1249,1,comfortable wear well probably important aspect using case 
1250,1,fits like glove strong secure durable 
1251,1,gosh best phone ever 
1252,1,attractive appears good quality 
1253,1,love features form factor 
1254,0,product strong rubber/petroleum smell unbearable caused return 
1255,0,poor quality service 
1256,0,cable looks thin flimsy scary 
1257,1,great earpiece 
1258,1,excellent hands free tool 
1259,1,great using home stereo 
1260,1,good product incredible value 
1261,1,month worked flawlessly far 
1262,1,works great 
1263,0,absolutel junk 
1264,0,one work either 
1265,1,battery life real good 
1266,0,returned 8 hours later 
1267,1,great item 
1268,0,waste money 
1269,1,love headset 
1270,0,drain player may also potentially fry 
1271,1,worked perfectly 
1272,0,unreliable 'm giving 
1273,1,gave 5 stars sound quality 
1274,0,avoid one 
1275,1,reversible plug works great 
1276,0,wasted little money earpiece 
1277,1,good phone 
1278,1,best rotating feature helpful 
1279,1,comfort whole family 
1280,1,good product good seller 
1281,1,love bluetooth 
1282,0,first wear well 
1283,1,impressed headset plantronics 
1284,1,got small adorable 
1285,1,great phone 
1286,0,would recommend buying product 
1287,0,piece junk 
1288,0,poorly contstruct hinge 
1289,1,item great installed let charged overnite working good every since problems 
1290,1,great phone 
1291,0,buy 
1292,1,excellent phone 
1293,0,purchase phone 
1294,1,voice recognition thru handset excellent 
1295,1,hands best phone 've ever 
1296,1,works great cat attacked phone scratched protective strip instead destroying screen 
1297,1,one works priced right 
1298,0,customer service terrible 
1299,0,battery life still long enough motorola razor v3i 
1300,0,sending back 
1301,1,know made wise decision 
1302,1,someone shouldve invented sooner 
1303,1,good price 
1304,1,everything worked first try.the device certainly engineered clever way construction feels good 
1305,1,received quickly works great 
1306,1,working great 
1307,0,many people complained found headset microphone weak 
1308,0,5-year old nokia 2160 tracfone holds charge lot better 
1309,0,care consumer one bit 
1310,1,good battery got really fast 
1311,0,instruction manual lacking 
1312,1,also slim enough fit alarm clock docking station without removing case 
1313,1,phone holds charge like new 
1314,0,battery unreliable well service use antena 
1315,0,uncomfortable sound quality quite poor compared phone razr previous wired headset plugged lg 
1316,1,gotten lot compliments 
1317,1,definitely must state allow cell phone usage driving 
1318,0,want money back 
1319,1,love device 
1320,1,also happy price 
1321,0,ordered product first unhappy immediately 
1322,0,ngage still lacking earbuds 
1323,1,able voice dialing car problem 
1324,0,2-3 bars cell phone home cant hear anything 
1325,1,good item low price 
1326,0,however-the riingtones best neither games 
1327,0,plug work well 
1328,0,amazon sucks 
1329,0,rip -- -- charge shipping 
1330,1,comfortable 
1331,1,battery working well replacement original came phone 2 years ago 
1332,1,reception excellent 
1333,1,fits comfortably either ear sound clear loud charge lasts couple days 
1334,1,clear quality sound mess sound ipod since sound buttons headset 
